zip,lat,lon,CSAFP,CBSAFP,GEOID,NAME,NAMELSAD,LSAD,MEMI,MTFCC,ALAND,AWATER,INTPTLAT,INTPTLON
"574",45.36027,-98.9135,,"10100","10100","Aberdeen, SD","Aberdeen, SD Micro Area",M2,"2",G3110,"7353004578","111384297","+45.5194353","-098.7007003"
"575",43.84461,-100.633,,,,,,,,,,,,
"576",45.38693,-101.59,,,,,,,,,,,,
"577",44.26418,-103.152,"452","39660","39660","Rapid City, SD","Rapid City, SD Metro Area",M1,"1",G3110,"16181465649","50668865","+44.3154852","-102.7683833"
"580",46.6583,-97.3872,"244","22020","22020","Fargo, ND-MN","Fargo, ND-MN Metro Area",M1,"1",G3110,"7278210008","26755856","+46.9148591","-096.9601826"
"581",46.86648,-96.8362,"244","22020","22020","Fargo, ND-MN","Fargo, ND-MN Metro Area",M1,"1",G3110,"7278210008","26755856","+46.9148591","-096.9601826"
"582",48.25726,-97.7269,,,,,,,,,,,,
"583",48.3185,-99.3361,,,,,,,,,,,,
"584",46.88255,-99.1176,,"27420","27420","Jamestown, ND","Jamestown, ND Micro Area",M2,"2",G3110,"5754703479","197271625","+46.9722235","-098.9561228"
"585",46.72916,-101.026,,"13900","13900","Bismarck, ND","Bismarck, ND Metro Area",M1,"1",G3110,"11087702747","165098564","+46.8870310","-100.9795920"
"586",46.75457,-102.979,,"19860","19860","Dickinson, ND","Dickinson, ND Micro Area",M2,"2",G3110,"6431980184","26010422","+46.9125835","-102.9884867"
"587",48.34588,-101.673,,"33500","33500","Minot, ND","Minot, ND Micro Area",M2,"2",G3110,"12339055865","249233903","+48.3202424","-101.1980099"
"588",48.16172,-103.528,,"48780","48780","Williston, ND","Williston, ND Micro Area",M2,"2",G3110,"5380949615","181846407","+48.3557649","-103.5013332"
"590",45.9287,-108.523,,"13740","13740","Billings, MT","Billings, MT Metro Area",M1,"1",G3110,"16777746129","99074398","+45.6371402","-108.8323611"
"591",45.68158,-108.419,,"13740","13740","Billings, MT","Billings, MT Metro Area",M1,"1",G3110,"16777746129","99074398","+45.6371402","-108.8323611"
"592",48.21756,-105.649,,,,,,,,,,,,
"593",46.44534,-105.621,,,,,,,,,,,,
"594",47.80425,-111.289,,,,,,,,,,,,
"595",48.39014,-109.119,,,,,,,,,,,,
"596",46.63268,-111.683,,"25740","25740","Helena, MT","Helena, MT Micro Area",M2,"2",G3110,"13248419700","108100449","+46.8113536","-112.2840307"
"597",45.47259,-112.301,,,,,,,,,,,,
"598",46.98264,-114.202,,"33540","33540","Missoula, MT","Missoula, MT Metro Area",M1,"1",G3110,"6715862371","64586516","+47.0272632","-113.8926911"
"599",48.36295,-114.569,,"28060","28060","Kalispell, MT","Kalispell, MT Micro Area",M2,"2",G3110,"13175781006","437178481","+48.3146779","-114.0542951"
"600",42.2934,-88.1549,"176","16980","16980","Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,"1",G3110,"18635140910","6173126516","+41.8235214","-087.8282967"
"601",42.01333,-88.4776,"176","16980","16980","Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,"1",G3110,"18635140910","6173126516","+41.8235214","-087.8282967"
"602",42.04651,-87.696,"176","16980","16980","Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,"1",G3110,"18635140910","6173126516","+41.8235214","-087.8282967"
"603",41.88984,-87.8,"176","16980","16980","Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,"1",G3110,"18635140910","6173126516","+41.8235214","-087.8282967"
"604",41.38468,-88.1062,"176","16980","16980","Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,"1",G3110,"18635140910","6173126516","+41.8235214","-087.8282967"
"605",41.68168,-88.5319,"176","16980","16980","Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,"1",G3110,"18635140910","6173126516","+41.8235214","-087.8282967"
"606",41.83322,-87.6835,"176","16980","16980","Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,"1",G3110,"18635140910","6173126516","+41.8235214","-087.8282967"
"607",41.98701,-87.7982,"176","16980","16980","Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,"1",G3110,"18635140910","6173126516","+41.8235214","-087.8282967"
"608",41.71578,-87.7067,"176","16980","16980","Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,"1",G3110,"18635140910","6173126516","+41.8235214","-087.8282967"
"609",40.79771,-87.9246,,,,,,,,,,,,
"610",42.17198,-89.5908,"466","40300","40300","Rochelle, IL","Rochelle, IL Micro Area",M2,"2",G3110,"1964903717","12378959","+42.0418840","-089.3201764"
"611",42.27915,-89.083,"466","40420","40420","Rockford, IL","Rockford, IL Metro Area",M1,"1",G3110,"2056249053","18962165","+42.3311830","-089.0429139"
"612",41.49025,-90.3111,"209","19340","19340","Davenport-Moline-Rock Island, IA-IL","Davenport-Moline-Rock Island, IA-IL Metro Area",M1,"1",G3110,"5878838614","114205478","+41.3916799","-090.4600760"
"613",41.34511,-89.1803,"176","36837","36837","Ottawa, IL","Ottawa, IL Micro Area",M2,"2",G3110,"5605655623","76366037","+41.3564879","-089.1733848"
"614",40.82825,-90.424,,"23660","23660","Galesburg, IL","Galesburg, IL Micro Area",M2,"2",G3110,"1855427715","8837382","+40.9309446","-090.2137921"
"615",40.68952,-89.7136,,"37900","37900","Peoria, IL","Peoria, IL Metro Area",M1,"1",G3110,"8633755841","173982690","+40.7088872","-089.6974658"
"616",40.70661,-89.6092,,"37900","37900","Peoria, IL","Peoria, IL Metro Area",M1,"1",G3110,"8633755841","173982690","+40.7088872","-089.6974658"
"617",40.52065,-88.889,"145","14010","14010","Bloomington, IL","Bloomington, IL Metro Area",M1,"1",G3110,"3064600918","7801224","+40.4945594","-088.8445391"
"618",40.11085,-88.1533,,"16580","16580","Champaign-Urbana, IL","Champaign-Urbana, IL Metro Area",M1,"1",G3110,"3717412130","6842632","+40.1029885","-088.3185039"
"619",39.65437,-88.1987,,,,,,,,,,,,
"620",39.12412,-89.9821,"476","41180","41180","St. Louis, MO-IL","St. Louis, MO-IL Metro Area",M1,"1",G3110,"20365780913","566584593","+38.7402108","-090.3458253"
"622",38.40827,-89.7211,"476","41180","41180","St. Louis, MO-IL","St. Louis, MO-IL Metro Area",M1,"1",G3110,"20365780913","566584593","+38.7402108","-090.3458253"
"623",39.99669,-91.0202,"448","39500","39500","Quincy, IL-MO","Quincy, IL-MO Micro Area",M2,"2",G3110,"3522857110","56677591","+40.0271652","-091.3898384"
"624",39.03275,-88.1884,,,,,,,,,,,,
"625",39.63574,-89.1976,"522","45380","45380","Taylorville, IL","Taylorville, IL Micro Area",M2,"2",G3110,"1837569692","16227345","+39.5455242","-089.2795927"
"626",39.84839,-90.0097,"522","27300","27300","Jacksonville, IL","Jacksonville, IL Micro Area",M2,"2",G3110,"2123126139","13879802","+39.6939496","-090.2850474"
"627",39.79692,-89.6546,"522","44100","44100","Springfield, IL","Springfield, IL Metro Area",M1,"1",G3110,"3063073942","25286501","+39.8285650","-089.6962052"
"628",38.34268,-88.6334,,,,,,,,,,,,
"629",37.54316,-88.9061,,"16060","16060","Carbondale-Marion, IL","Carbondale-Marion, IL Metro Area",M1,"1",G3110,"3490057672","123591631","+37.6897419","-089.1051489"
"630",38.36784,-90.8157,"476","41180","41180","St. Louis, MO-IL","St. Louis, MO-IL Metro Area",M1,"1",G3110,"20365780913","566584593","+38.7402108","-090.3458253"
"631",38.63213,-90.3269,"476","41180","41180","St. Louis, MO-IL","St. Louis, MO-IL Metro Area",M1,"1",G3110,"20365780913","566584593","+38.7402108","-090.3458253"
"633",39.01468,-91.1122,"476","41180","41180","St. Louis, MO-IL","St. Louis, MO-IL Metro Area",M1,"1",G3110,"20365780913","566584593","+38.7402108","-090.3458253"
"634",39.93807,-91.7797,"448","25300","25300","Hannibal, MO","Hannibal, MO Micro Area",M2,"2",G3110,"2348365475","55495729","+39.6641152","-091.5791788"
"635",40.20699,-92.6223,,"28860","28860","Kirksville, MO","Kirksville, MO Micro Area",M2,"2",G3110,"2265278462","7684518","+40.2844889","-092.5651239"
"636",37.64304,-90.5886,"476","22100","22100","Farmington, MO","Farmington, MO Micro Area",M2,"2",G3110,"1170381746","7216295","+37.8107068","-090.4738684"
"637",37.36391,-89.8034,"164","16020","16020","Cape Girardeau, MO-IL","Cape Girardeau, MO-IL Metro Area",M1,"1",G3110,"3708446707","73228104","+37.3259361","-089.7626388"
"638",36.55851,-89.7289,,,,,,,,,,,,
"639",36.85134,-90.6065,,"38740","38740","Poplar Bluff, MO","Poplar Bluff, MO Micro Area",M2,"2",G3110,"3429666215","16655720","+36.6876500","-090.6228496"
"640",39.07491,-94.111,"312","28140","28140","Kansas City, MO-KS","Kansas City, MO-KS Metro Area",M1,"1",G3110,"18794229140","301341091","+38.9318494","-094.4438241"
"641",39.13909,-94.5716,"312","28140","28140","Kansas City, MO-KS","Kansas City, MO-KS Metro Area",M1,"1",G3110,"18794229140","301341091","+38.9318494","-094.4438241"
"644",40.14043,-94.7046,,"32340","32340","Maryville, MO","Maryville, MO Micro Area",M2,"2",G3110,"2271326614","2361588","+40.3611359","-094.8831457"
"645",39.73987,-94.841,"312","41140","41140","St. Joseph, MO-KS","St. Joseph, MO-KS Metro Area",M1,"1",G3110,"4288274613","51620344","+39.8348430","-094.7837537"
"646",39.88696,-93.5656,,,,,,,,,,,,
"647",38.0559,-94.1439,,,,,,,,,,,,
"648",36.92922,-94.3469,"309","27900","27900","Joplin, MO","Joplin, MO Metro Area",M1,"1",G3110,"3271829835","11878891","+37.0555457","-094.3397364"
"650",38.44721,-92.2332,,"27620","27620","Jefferson City, MO","Jefferson City, MO Metro Area",M1,"1",G3110,"5821574206","79984964","+38.6368854","-092.0888760"
"651",38.52338,-92.1983,,"27620","27620","Jefferson City, MO","Jefferson City, MO Metro Area",M1,"1",G3110,"5821574206","79984964","+38.6368854","-092.0888760"
"652",39.21434,-92.3815,"190","17860","17860","Columbia, MO","Columbia, MO Metro Area",M1,"1",G3110,"4439509654","45549690","+38.9864864","-092.5851888"
"653",38.70694,-93.254,,"42740","42740","Sedalia, MO","Sedalia, MO Micro Area",M2,"2",G3110,"1766953612","10501027","+38.7273667","-093.2852073"
"654",37.62396,-91.7423,,,,,,,,,,,,
"655",37.62602,-91.8412,,"40620","40620","Rolla, MO","Rolla, MO Micro Area",M2,"2",G3110,"1739918996","6567069","+37.8663263","-091.7903492"
"656",37.07066,-92.9455,,"44180","44180","Springfield, MO","Springfield, MO Metro Area",M1,"1",G3110,"7788134659","35474129","+37.3608699","-093.1802617"
"657",37.10935,-92.9308,,"44180","44180","Springfield, MO","Springfield, MO Metro Area",M1,"1",G3110,"7788134659","35474129","+37.3608699","-093.1802617"
"658",37.22445,-93.3025,,"44180","44180","Springfield, MO","Springfield, MO Metro Area",M1,"1",G3110,"7788134659","35474129","+37.3608699","-093.1802617"
"660",38.83412,-95.1242,"312","29940","29940","Lawrence, KS","Lawrence, KS Metro Area",M1,"1",G3110,"1180425074","48878066","+38.8964168","-095.2909475"
"661",39.12208,-94.7521,"312","28140","28140","Kansas City, MO-KS","Kansas City, MO-KS Metro Area",M1,"1",G3110,"18794229140","301341091","+38.9318494","-094.4438241"
"662",38.95778,-94.7322,"312","28140","28140","Kansas City, MO-KS","Kansas City, MO-KS Metro Area",M1,"1",G3110,"18794229140","301341091","+38.9318494","-094.4438241"
"664",39.36659,-96.1085,,"31740","31740","Manhattan, KS","Manhattan, KS Metro Area",M1,"1",G3110,"4752896549","137754617","+39.2684241","-096.5622422"
"665",39.34823,-96.1571,,"31740","31740","Manhattan, KS","Manhattan, KS Metro Area",M1,"1",G3110,"4752896549","137754617","+39.2684241","-096.5622422"
"666",39.06701,-95.7591,,"45820","45820","Topeka, KS","Topeka, KS Metro Area",M1,"1",G3110,"8372538366","148406221","+39.0413888","-095.8026393"
"667",37.6354,-95.2197,,,,,,,,,,,,
"668",38.36215,-96.3841,,"21380","21380","Emporia, KS","Emporia, KS Micro Area",M2,"2",G3110,"4197177726","32632186","+38.3821338","-096.3593009"
"669",39.7703,-97.83,,,,,,,,,,,,
"670",37.48805,-97.695,"556","48620","48620","Wichita, KS","Wichita, KS Metro Area",M1,"1",G3110,"10743282133","86299802","+37.6378960","-097.2462875"
"671",37.49494,-97.892,,,,,,,,,,,,
"672",37.6988,-97.3288,"556","48620","48620","Wichita, KS","Wichita, KS Metro Area",M1,"1",G3110,"10743282133","86299802","+37.6378960","-097.2462875"
"673",37.2354,-95.7904,,"17700","17700","Coffeyville, KS","Coffeyville, KS Micro Area",M2,"2",G3110,"1666900087","20430012","+37.1895369","-095.7424028"
"674",38.97551,-97.7916,,"41460","41460","Salina, KS","Salina, KS Micro Area",M2,"2",G3110,"3732101292","4340890","+38.9645697","-097.6633868"
"675",38.23023,-98.9469,,,,,,,,,,,,
"676",39.32459,-99.4496,,,,,,,,,,,,
"677",39.33787,-101.132,,,,,,,,,,,,
"678",37.88528,-100.802,,"23780","23780","Garden City, KS","Garden City, KS Micro Area",M2,"2",G3110,"5626854510","2849972","+38.0254528","-100.9706954"
"679",37.18124,-101.431,,,,,,,,,,,,
"680",41.54562,-96.4538,"420","23340","23340","Fremont, NE","Fremont, NE Micro Area",M2,"2",G3110,"1370269383","36091878","+41.5770082","-096.6458526"
"681",41.24658,-96.0442,"420","36540","36540","Omaha-Council Bluffs, NE-IA","Omaha-Council Bluffs, NE-IA Metro Area",M1,"1",G3110,"11255956206","158628249","+41.2904587","-095.9999701"
"683",40.41501,-96.8523,"339","13100","13100","Beatrice, NE","Beatrice, NE Micro Area",M2,"2",G3110,"2205275202","22010739","+40.2552337","-096.6834528"
"684",40.55191,-96.656,"339","30700","30700","Lincoln, NE","Lincoln, NE Metro Area",M1,"1",G3110,"3649266235","34392021","+40.8174581","-096.8687434"
"685",40.82786,-96.679,"339","30700","30700","Lincoln, NE","Lincoln, NE Metro Area",M1,"1",G3110,"3649266235","34392021","+40.8174581","-096.8687434"
"686",41.53873,-97.665,,"18100","18100","Columbus, NE","Columbus, NE Micro Area",M2,"2",G3110,"1745910556","27167484","+41.5768655","-097.5134673"
"687",42.43008,-98.1902,,,,,,,,,,,,
"688",41.31301,-99.0955,,,,,,,,,,,,
"689",40.33885,-98.9057,,,,,,,,,,,,
"690",40.36488,-100.995,,,,,,,,,,,,
"691",41.3836,-101.543,,,,,,,,,,,,
"692",42.57416,-100.889,,,,,,,,,,,,
"693",42.25213,-102.96,,,,,,,,,,,,
"700",29.75433,-89.9772,"406","35380","35380","New Orleans-Metairie, LA","New Orleans-Metairie, LA Metro Area",M1,"1",G3110,"8295850369","12098960735","+29.8055320","-089.7013821"
"701",30.04776,-89.9065,"406","35380","35380","New Orleans-Metairie, LA","New Orleans-Metairie, LA Metro Area",M1,"1",G3110,"8295850369","12098960735","+29.8055320","-089.7013821"
"703",29.57123,-90.7967,,"26380","26380","Houma-Thibodaux, LA","Houma-Thibodaux, LA Metro Area",M1,"1",G3110,"5952278228","3244682296","+29.3341299","-090.8436739"
"704",30.56089,-90.225,"406","35380","35380","New Orleans-Metairie, LA","New Orleans-Metairie, LA Metro Area",M1,"1",G3110,"8295850369","12098960735","+29.8055320","-089.7013821"
"705",30.16706,-92.1555,"318","29180","29180","Lafayette, LA","Lafayette, LA Metro Area",M1,"1",G3110,"8827864784","2349879167","+29.9577733","-092.0493498"
"706",30.32714,-93.2187,"324","29340","29340","Lake Charles, LA","Lake Charles, LA Metro Area",M1,"1",G3110,"6083940376","1766166035","+29.9787547","-093.2532434"
"707",30.56069,-91.2205,,"12940","12940","Baton Rouge, LA","Baton Rouge, LA Metro Area",M1,"1",G3110,"11306909736","523320311","+30.5187808","-091.1255901"
"708",30.44369,-91.1068,,"12940","12940","Baton Rouge, LA","Baton Rouge, LA Metro Area",M1,"1",G3110,"11306909736","523320311","+30.5187808","-091.1255901"
"710",32.45044,-93.4058,"508","33380","33380","Minden, LA","Minden, LA Micro Area",M2,"2",G3110,"1536337099","56090611","+32.7321522","-093.3398245"
"711",32.46323,-93.7601,"508","43340","43340","Shreveport-Bossier City, LA","Shreveport-Bossier City, LA Metro Area",M1,"1",G3110,"6723111106","266266753","+32.4376822","-093.7448836"
"712",32.57049,-91.9542,"384","33740","33740","Monroe, LA","Monroe, LA Metro Area",M1,"1",G3110,"5911054667","157806001","+32.7342550","-092.0995498"
"713",31.44974,-91.8679,,,,,,,,,,,,
"714",31.55884,-92.8662,,"35060","35060","Natchitoches, LA","Natchitoches, LA Micro Area",M2,"2",G3110,"3243376637","120998331","+31.7325509","-093.0826114"
"716",33.6082,-91.752,,,,,,,,,,,,
"717",33.48694,-92.7834,,"15780","15780","Camden, AR","Camden, AR Micro Area",M2,"2",G3110,"3525874156","27976582","+33.5675198","-092.7082209"
"718",33.65482,-93.8309,,"26260","26260","Hope, AR","Hope, AR Micro Area",M2,"2",G3110,"3484477157","42610511","+33.7008395","-093.4995489"
"719",34.40676,-93.6167,,,,,,,,,,,,
"720",34.88778,-91.9093,"340","30780","30780","Little Rock-North Little Rock-Conway, AR","Little Rock-North Little Rock-Conway, AR Metro Area",M1,"1",G3110,"10579350490","294840550","+34.7557726","-092.4005889"
"721",34.88846,-92.0992,"340","30780","30780","Little Rock-North Little Rock-Conway, AR","Little Rock-North Little Rock-Conway, AR Metro Area",M1,"1",G3110,"10579350490","294840550","+34.7557726","-092.4005889"
"722",34.7049,-92.37,"340","30780","30780","Little Rock-North Little Rock-Conway, AR","Little Rock-North Little Rock-Conway, AR Metro Area",M1,"1",G3110,"10579350490","294840550","+34.7557726","-092.4005889"
"723",35.06441,-90.5819,"368","22620","22620","Forrest City, AR","Forrest City, AR Micro Area",M2,"2",G3110,"1644019105","20027489","+35.0228383","-090.7515053"
"724",36.03822,-90.749,"308","37500","37500","Paragould, AR","Paragould, AR Micro Area",M2,"2",G3110,"1496205800","4789610","+36.1206072","-090.5663459"
"725",36.01122,-91.8047,,,,,,,,,,,,
"726",36.13457,-92.9511,,"25460","25460","Harrison, AR","Harrison, AR Micro Area",M2,"2",G3110,"3654213078","37022376","+36.0878092","-093.1620533"
"727",36.12234,-94.0672,,"22220","22220","Fayetteville-Springdale-Rogers, AR","Fayetteville-Springdale-Rogers, AR Metro Area",M1,"1",G3110,"6796483980","128440071","+36.1163935","-094.0795449"
"728",35.27711,-93.3362,,,,,,,,,,,,
"729",35.28702,-94.0795,,"22900","22900","Fort Smith, AR-OK","Fort Smith, AR-OK Metro Area",M1,"1",G3110,"6234769288","198777922","+35.4631192","-094.2997413"
"730",35.28938,-97.8228,"416","36420","36420","Oklahoma City, OK","Oklahoma City, OK Metro Area",M1,"1",G3110,"14275227077","181217176","+35.4309676","-097.5069659"
"731",35.44407,-97.4998,"416","36420","36420","Oklahoma City, OK","Oklahoma City, OK Metro Area",M1,"1",G3110,"14275227077","181217176","+35.4309676","-097.5069659"
"734",34.19019,-97.1229,,"11620","11620","Ardmore, OK","Ardmore, OK Micro Area",M2,"2",G3110,"3460517249","77497872","+34.1258229","-097.2639184"
"735",34.52021,-98.7869,,"30020","30020","Lawton, OK","Lawton, OK Metro Area",M1,"1",G3110,"4408166829","61535457","+34.5291104","-098.4309172"
"736",35.51289,-99.3227,,"48220","48220","Weatherford, OK","Weatherford, OK Micro Area",M2,"2",G3110,"2560925953","34326632","+35.6456012","-098.9973857"
"737",36.4102,-98.1832,,,,,,,,,,,,
"738",36.50661,-99.5332,,"49260","49260","Woodward, OK","Woodward, OK Micro Area",M2,"2",G3110,"6408310999","10645808","+36.3312927","-099.5006858"
"739",36.74894,-101.667,,"25100","25100","Guymon, OK","Guymon, OK Micro Area",M2,"2",G3110,"5286873577","19218939","+36.7463169","-101.4838549"
"740",36.33684,-96.1986,"538","46140","46140","Tulsa, OK","Tulsa, OK Metro Area",M1,"1",G3110,"16238317043","493035449","+36.2544287","-096.1773294"
"741",36.1396,-95.9479,"538","46140","46140","Tulsa, OK","Tulsa, OK Metro Area",M1,"1",G3110,"16238317043","493035449","+36.2544287","-096.1773294"
"743",36.54808,-95.0208,,,,,,,,,,,,
"744",35.63068,-95.4483,"538","34780","34780","Muskogee, OK","Muskogee, OK Micro Area",M2,"2",G3110,"2099505908","76119907","+35.6175506","-095.3839106"
"745",34.64476,-95.6613,,"32540","32540","McAlester, OK","McAlester, OK Micro Area",M2,"2",G3110,"3381281071","187427366","+34.9255401","-095.7481302"
"746",36.7093,-97.0345,,"38620","38620","Ponca City, OK","Ponca City, OK Micro Area",M2,"2",G3110,"2381740395","65583671","+36.8148851","-097.1438616"
"747",34.03616,-95.3942,,,,,,,,,,,,
"748",35.16795,-96.6627,,,,,,,,,,,,
"749",35.17612,-94.6994,,,,,,,,,,,,
"750",33.22933,-96.7245,"206","19100","19100","Dallas-Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX Metro Area",M1,"1",G3110,"22465626198","862946133","+32.8491708","-096.9704894"
"751",32.46883,-96.3171,"206","19100","19100","Dallas-Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX Metro Area",M1,"1",G3110,"22465626198","862946133","+32.8491708","-096.9704894"
"752",32.79463,-96.8064,"206","19100","19100","Dallas-Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX Metro Area",M1,"1",G3110,"22465626198","862946133","+32.8491708","-096.9704894"
"754",33.36439,-95.6775,,,,,,,,,,,,
"755",33.30317,-94.4493,,"45500","45500","Texarkana, TX-AR","Texarkana, TX-AR Metro Area",M1,"1",G3110,"5291293469","213420507","+33.4783701","-094.2071694"
"756",32.48944,-94.578,,"30980","30980","Longview, TX","Longview, TX Metro Area",M1,"1",G3110,"6942346400","108953249","+32.4316457","-094.6848326"
"757",32.24436,-95.3661,"540","46340","46340","Tyler, TX","Tyler, TX Metro Area",M1,"1",G3110,"2386604273","73163661","+32.3770156","-095.2700409"
"758",31.44859,-95.6692,,,,,,,,,,,,
"759",31.27405,-94.2895,,,,,,,,,,,,
"760",32.60106,-97.5372,"206","19100","19100","Dallas-Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX Metro Area",M1,"1",G3110,"22465626198","862946133","+32.8491708","-096.9704894"
"761",32.7685,-97.3803,"206","19100","19100","Dallas-Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX Metro Area",M1,"1",G3110,"22465626198","862946133","+32.8491708","-096.9704894"
"762",33.52083,-97.4294,"206","23620","23620","Gainesville, TX","Gainesville, TX Micro Area",M2,"2",G3110,"2265770199","61339004","+33.6391964","-097.2103433"
"763",33.72611,-98.9542,,,,,,,,,,,,
"764",32.61364,-98.633,,,,,,,,,,,,
"765",31.1107,-97.6102,,"28660","28660","Killeen-Temple, TX","Killeen-Temple, TX Metro Area",M1,"1",G3110,"7294517178","109031084","+31.2027301","-097.7896384"
"766",31.71629,-97.0559,,"47380","47380","Waco, TX","Waco, TX Metro Area",M1,"1",G3110,"4668748609","81506799","+31.4272264","-097.0934727"
"767",31.56777,-97.1448,,"47380","47380","Waco, TX","Waco, TX Metro Area",M1,"1",G3110,"4668748609","81506799","+31.4272264","-097.0934727"
"768",31.19753,-99.3632,,,,,,,,,,,,
"769",31.11542,-100.936,,"41660","41660","San Angelo, TX","San Angelo, TX Metro Area",M1,"1",G3110,"9057174172","48421083","+31.4798393","-100.7745902"
"770",29.79486,-95.406,"288","26420","26420","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX Metro Area",M1,"1",G3110,"21413036357","3046384726","+29.7495926","-095.3536422"
"772",29.72245,-95.3437,"288","26420","26420","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX Metro Area",M1,"1",G3110,"21413036357","3046384726","+29.7495926","-095.3536422"
"773",30.48561,-95.2564,,,,,,,,,,,,
"774",29.39706,-96.0263,"288","20900","20900","El Campo, TX","El Campo, TX Micro Area",M2,"2",G3110,"2813117310","21287759","+29.2784805","-096.2296745"
"775",29.65711,-94.9873,"288","26420","26420","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX Metro Area",M1,"1",G3110,"21413036357","3046384726","+29.7495926","-095.3536422"
"776",30.18392,-94.1677,,"13140","13140","Beaumont-Port Arthur, TX","Beaumont-Port Arthur, TX Metro Area",M1,"1",G3110,"5440906517","748475098","+30.0759278","-094.2027049"
"777",29.99628,-94.2292,,"13140","13140","Beaumont-Port Arthur, TX","Beaumont-Port Arthur, TX Metro Area",M1,"1",G3110,"5440906517","748475098","+30.0759278","-094.2027049"
"778",30.68002,-96.3108,,"17780","17780","College Station-Bryan, TX","College Station-Bryan, TX Metro Area",M1,"1",G3110,"5439699131","85614753","+30.7543917","-096.4885368"
"779",28.90174,-96.9788,"544","47020","47020","Victoria, TX","Victoria, TX Metro Area",M1,"1",G3110,"4491343521","36475959","+28.7314546","-097.1969934"
"780",28.5467,-98.9901,,,,,,,,,,,,
"781",29.09497,-97.9262,"484","41700","41700","San Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX Metro Area",M1,"1",G3110,"18941015258","149423497","+29.4330599","-098.6069734"
"782",29.46499,-98.5241,"484","41700","41700","San Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX Metro Area",M1,"1",G3110,"18941015258","149423497","+29.4330599","-098.6069734"
"783",27.49677,-98.0506,"204","28780","28780","Kingsville, TX","Kingsville, TX Micro Area",M2,"2",G3110,"6059948097","1803251161","+27.1139432","-097.5685077"
"784",27.70182,-97.432,"204","18580","18580","Corpus Christi, TX","Corpus Christi, TX Metro Area",M1,"1",G3110,"3967167792","884886248","+27.8335972","-097.5089575"
"785",26.39519,-98.1273,"365","32580","32580","McAllen-Edinburg-Mission, TX","McAllen-Edinburg-Mission, TX Metro Area",M1,"1",G3110,"4068395785","31102629","+26.3963839","-098.1809900"
"786",30.27247,-98.1069,,"12420","12420","Austin-Round Rock-Georgetown, TX","Austin-Round Rock-Georgetown, TX Metro Area",M1,"1",G3110,"10935038512","150326847","+30.2395128","-097.6912697"
"787",30.28708,-97.806,,"12420","12420","Austin-Round Rock-Georgetown, TX","Austin-Round Rock-Georgetown, TX Metro Area",M1,"1",G3110,"10935038512","150326847","+30.2395128","-097.6912697"
"788",29.53311,-100.515,,,,,,,,,,,,
"789",29.92311,-96.8805,,,,,,,,,,,,
"790",35.49322,-101.634,"108","11100","11100","Amarillo, TX","Amarillo, TX Metro Area",M1,"1",G3110,"13338931286","86991891","+35.2478969","-101.9086384"
"791",35.29499,-101.892,"108","11100","11100","Amarillo, TX","Amarillo, TX Metro Area",M1,"1",G3110,"13338931286","86991891","+35.2478969","-101.9086384"
"792",34.23078,-100.57,,,,,,,,,,,,
"793",33.38437,-102.198,,,,,,,,,,,,
"794",33.58516,-101.874,"352","31180","31180","Lubbock, TX","Lubbock, TX Metro Area",M1,"1",G3110,"6961020747","21259390","+33.4703271","-101.6488249"
"795",32.67885,-100.34,,,,,,,,,,,,
"796",32.44055,-99.734,,"10180","10180","Abilene, TX","Abilene, TX Metro Area",M1,"1",G3110,"7105578382","36846346","+32.4520222","-099.7187428"
"797",31.49892,-102.706,,,,,,,,,,,,
"798",30.61652,-104.282,,,,,,,,,,,,
"799",31.82288,-106.219,"238","21340","21340","El Paso, TX","El Paso, TX Metro Area",M1,"1",G3110,"14461902958","7482945","+31.5273940","-105.5213326"
